Order No,Company Name,Order Date,Year,Quarter,Product Name,Category Name,Price,Quantity,Total
10559,Blondel père et fils,7/6/2018,2018,3,Jack's New England Clam Chowder,Seafood,9.65,12,115.8
10560,Frankenversand,7/7/2018,2018,3,Tarte au sucre,Confections,49.3,15,739.5
10560,Frankenversand,7/7/2018,2018,3,Nord-Ost Matjeshering,Seafood,25.89,20,517.8
10561,Folk och fä HB,7/7/2018,2018,3,Manjimup Dried Apples,Produce,53,50,2650
10561,Folk och fä HB,7/7/2018,2018,3,Gula Malacca,Condiments,19.45,10,194.5
10562,Reggiani Caseifici,7/10/2018,2018,3,Tarte au sucre,Confections,49.3,10,493
10562,Reggiani Caseifici,7/10/2018,2018,3,Geitost,Dairy Products,2.5,20,50
10563,Ricardo Adocicados,7/11/2018,2018,3,Filo Mix,Grains/Cereals,7,70,490
10563,Ricardo Adocicados,7/11/2018,2018,3,Inlagd Sill,Seafood,19,25,475
10564,Rattlesnake Canyon Grocery,7/11/2018,2018,3,Alice Mutton,Meat/Poultry,39,16,624
10564,Rattlesnake Canyon Grocery,7/11/2018,2018,3,Pâté chinois,Meat/Poultry,24,25,600
10564,Rattlesnake Canyon Grocery,7/11/2018,2018,3,Gorgonzola Telino,Dairy Products,12.5,6,75
10565,Mère Paillarde,7/12/2018,2018,3,Wimmers gute Semmelknödel,Grains/Cereals,33.25,18,598.5
10565,Mère Paillarde,7/12/2018,2018,3,Guaraná Fantástica,Beverages,4.5,25,112.5
10566,Blondel père et fils,7/13/2018,2018,3,Carnarvon Tigers,Seafood,62.5,18,1125
10566,Blondel père et fils,7/13/2018,2018,3,Queso Cabrales,Dairy Products,21,35,735
10566,Blondel père et fils,7/13/2018,2018,3,Lakkalikööri,Beverages,18,10,180
10567,Hungry Owl All-Night Grocers,7/13/2018,2018,3,Raclette Courdavault,Dairy Products,55,40,2200
10567,Hungry Owl All-Night Grocers,7/13/2018,2018,3,Gorgonzola Telino,Dairy Products,12.5,60,750
10567,Hungry Owl All-Night Grocers,7/13/2018,2018,3,Manjimup Dried Apples,Produce,53,3,159
10568,Galería del gastrónomo,7/14/2018,2018,3,Ikura,Seafood,31,5,155
10569,Rattlesnake Canyon Grocery,7/17/2018,2018,3,Lakkalikööri,Beverages,18,30,540
10569,Rattlesnake Canyon Grocery,7/17/2018,2018,3,Gorgonzola Telino,Dairy Products,12.5,35,437.5
10570,Mère Paillarde,7/18/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,60,2280
10570,Mère Paillarde,7/18/2018,2018,3,Queso Cabrales,Dairy Products,21,15,315
10571,Ernst Handel,7/18/2018,2018,3,Singaporean Hokkien Fried Mee,Grains/Cereals,14,28,392
10571,Ernst Handel,7/18/2018,2018,3,Tofu,Produce,23.25,11,255.75
10572,Berglunds snabbköp,7/19/2018,2018,3,Boston Crab Meat,Seafood,18.4,50,920
10572,Berglunds snabbköp,7/19/2018,2018,3,Mascarpone Fabioli,Dairy Products,32,10,320
10572,Berglunds snabbköp,7/19/2018,2018,3,Pavlova,Confections,17.45,12,209.4
10572,Berglunds snabbköp,7/19/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,15,116.25
10573,Antonio Moreno Taquería,7/20/2018,2018,3,Perth Pasties,Meat/Poultry,32.8,25,820
10573,Antonio Moreno Taquería,7/20/2018,2018,3,Alice Mutton,Meat/Poultry,39,18,702
10573,Antonio Moreno Taquería,7/20/2018,2018,3,Sasquatch Ale,Beverages,14,40,560
10574,Trail's Head Gourmet Provisioners,7/20/2018,2018,3,Tarte au sucre,Confections,49.3,10,493
10574,Trail's Head Gourmet Provisioners,7/20/2018,2018,3,Wimmers gute Semmelknödel,Grains/Cereals,33.25,6,199.5
10574,Trail's Head Gourmet Provisioners,7/20/2018,2018,3,Boston Crab Meat,Seafood,18.4,2,36.8
10574,Trail's Head Gourmet Provisioners,7/20/2018,2018,3,Geitost,Dairy Products,2.5,14,35
10575,Morgenstern Gesundkost,7/21/2018,2018,3,Mozzarella di Giovanni,Dairy Products,34.8,30,1044
10575,Morgenstern Gesundkost,7/21/2018,2018,3,Raclette Courdavault,Dairy Products,55,12,660
10575,Morgenstern Gesundkost,7/21/2018,2018,3,Vegie-spread,Condiments,43.9,6,263.4
10575,Morgenstern Gesundkost,7/21/2018,2018,3,Lakkalikööri,Beverages,18,10,180
10576,Tortuga Restaurante,7/24/2018,2018,3,Gula Malacca,Condiments,19.45,21,408.45
10576,Tortuga Restaurante,7/24/2018,2018,3,Gorgonzola Telino,Dairy Products,12.5,20,250
10576,Tortuga Restaurante,7/24/2018,2018,3,Chai,Beverages,18,10,180
10577,Trail's Head Gourmet Provisioners,7/24/2018,2018,3,Original Frankfurter grüne Soße,Condiments,13,18,234
10577,Trail's Head Gourmet Provisioners,7/24/2018,2018,3,Chartreuse verte,Beverages,18,10,180
10577,Trail's Head Gourmet Provisioners,7/24/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,20,155
10578,B's Beverages,7/25/2018,2018,3,Steeleye Stout,Beverages,18,20,360
10578,B's Beverages,7/25/2018,2018,3,Ravioli Angelo,Grains/Cereals,19.5,6,117
10579,Let's Stop N Shop,7/26/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,21,162.75
10579,Let's Stop N Shop,7/26/2018,2018,3,Genen Shouyu,Condiments,15.5,10,155
10580,Ottilies Käseladen,7/27/2018,2018,3,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,30,631.5
10580,Ottilies Käseladen,7/27/2018,2018,3,Tofu,Produce,23.25,15,348.75
10580,Ottilies Käseladen,7/27/2018,2018,3,Jack's New England Clam Chowder,Seafood,9.65,9,86.85
10581,Familia Arquibaldo,7/27/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,50,387.5
10582,Blauer See Delikatessen,7/28/2018,2018,3,Lakkalikööri,Beverages,18,14,252
10582,Blauer See Delikatessen,7/28/2018,2018,3,Ravioli Angelo,Grains/Cereals,19.5,4,78
10583,Wartian Herkku,7/31/2018,2018,3,Thüringer Rostbratwurst,Meat/Poultry,123.79,10,1237.9
10583,Wartian Herkku,7/31/2018,2018,3,Camembert Pierrot,Dairy Products,34,24,816
10583,Wartian Herkku,7/31/2018,2018,3,Gudbrandsdalsost,Dairy Products,36,10,360
10584,Blondel père et fils,7/31/2018,2018,3,Gorgonzola Telino,Dairy Products,12.5,50,625
10585,Wellington Importadora,8/1/2018,2018,3,Zaanse koeken,Confections,9.5,15,142.5
10586,Reggiani Caseifici,8/2/2018,2018,3,Filo Mix,Grains/Cereals,7,4,28
10587,Que Delícia,8/2/2018,2018,3,Steeleye Stout,Beverages,18,20,360
10587,Que Delícia,8/2/2018,2018,3,Original Frankfurter grüne Soße,Condiments,13,20,260
10587,Que Delícia,8/2/2018,2018,3,Gumbär Gummibärchen,Confections,31.23,6,187.38
10588,QUICK-Stop,8/3/2018,2018,3,Carnarvon Tigers,Seafood,62.5,40,2500
10588,QUICK-Stop,8/3/2018,2018,3,Singaporean Hokkien Fried Mee,Grains/Cereals,14,100,1400
10589,Great Lakes Food Market,8/4/2018,2018,3,Steeleye Stout,Beverages,18,4,72
10590,Mère Paillarde,8/7/2018,2018,3,Original Frankfurter grüne Soße,Condiments,13,60,780
10590,Mère Paillarde,8/7/2018,2018,3,Chai,Beverages,18,20,360
10591,Vaffeljernet,8/7/2018,2018,3,Tourtière,Meat/Poultry,7.45,50,372.5
10591,Vaffeljernet,8/7/2018,2018,3,Uncle Bob's Organic Dried Pears,Produce,30,10,300
10591,Vaffeljernet,8/7/2018,2018,3,Aniseed Syrup,Condiments,10,14,140
10592,Lehmanns Marktstand,8/8/2018,2018,3,Genen Shouyu,Condiments,15.5,25,387.5
10592,Lehmanns Marktstand,8/8/2018,2018,3,Gumbär Gummibärchen,Confections,31.23,5,156.15
10593,Lehmanns Marktstand,8/9/2018,2018,3,Sir Rodney's Marmalade,Confections,81,21,1701
10593,Lehmanns Marktstand,8/9/2018,2018,3,Gudbrandsdalsost,Dairy Products,36,20,720
10593,Lehmanns Marktstand,8/9/2018,2018,3,Lakkalikööri,Beverages,18,4,72
10594,Old World Delicatessen,8/9/2018,2018,3,Escargots de Bourgogne,Seafood,13.25,30,397.5
10594,Old World Delicatessen,8/9/2018,2018,3,Filo Mix,Grains/Cereals,7,24,168
10595,Ernst Handel,8/10/2018,2018,3,Sirop d'érable,Condiments,28.5,120,3420
10595,Ernst Handel,8/10/2018,2018,3,Gudbrandsdalsost,Dairy Products,36,65,2340
10595,Ernst Handel,8/10/2018,2018,3,Steeleye Stout,Beverages,18,30,540
10596,White Clover Markets,8/11/2018,2018,3,Vegie-spread,Condiments,43.9,24,1053.6
10596,White Clover Markets,8/11/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,30,232.5
10596,White Clover Markets,8/11/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,5,190
10597,Piccolo und mehr,8/11/2018,2018,3,Ravioli Angelo,Grains/Cereals,19.5,20,390
10597,Piccolo und mehr,8/11/2018,2018,3,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,12,252.6
10597,Piccolo und mehr,8/11/2018,2018,3,Guaraná Fantástica,Beverages,4.5,35,157.5
10598,Rattlesnake Canyon Grocery,8/14/2018,2018,3,Schoggi Schokolade,Confections,43.9,50,2195
10598,Rattlesnake Canyon Grocery,8/14/2018,2018,3,Fløtemysost,Dairy Products,21.5,9,193.5
10599,B's Beverages,8/15/2018,2018,3,Tarte au sucre,Confections,49.3,10,493
10600,Hungry Coyote Import Store,8/16/2018,2018,3,Röd Kaviar,Seafood,15,30,450
10600,Hungry Coyote Import Store,8/16/2018,2018,3,Tourtière,Meat/Poultry,7.45,4,29.8
10601,HILARIÓN-Abastos,8/16/2018,2018,3,Raclette Courdavault,Dairy Products,55,35,1925
10601,HILARIÓN-Abastos,8/16/2018,2018,3,Konbu,Seafood,6,60,360
10602,Vaffeljernet,8/17/2018,2018,3,Original Frankfurter grüne Soße,Condiments,13,5,65
10603,Save-a-lot Markets,8/18/2018,2018,3,Gustaf's Knäckebröd,Grains/Cereals,21,48,1008
10603,Save-a-lot Markets,8/18/2018,2018,3,Maxilaku,Confections,20,25,500
10604,Furia Bacalhau e Frutos do Mar,8/18/2018,2018,3,Lakkalikööri,Beverages,18,10,180
10604,Furia Bacalhau e Frutos do Mar,8/18/2018,2018,3,Chocolade,Confections,12.75,6,76.5
10605,Mère Paillarde,8/21/2018,2018,3,Camembert Pierrot,Dairy Products,34,70,2380
10605,Mère Paillarde,8/21/2018,2018,3,Raclette Courdavault,Dairy Products,55,20,1100
10605,Mère Paillarde,8/21/2018,2018,3,Pavlova,Confections,17.45,30,523.5
10605,Mère Paillarde,8/21/2018,2018,3,Fløtemysost,Dairy Products,21.5,15,322.5
10606,Tradição Hipermercados,8/22/2018,2018,3,Tarte au sucre,Confections,49.3,10,493
10606,Tradição Hipermercados,8/22/2018,2018,3,Pâté chinois,Meat/Poultry,24,20,480
10606,Tradição Hipermercados,8/22/2018,2018,3,Chef Anton's Cajun Seasoning,Condiments,22,20,440
10607,Save-a-lot Markets,8/22/2018,2018,3,Alice Mutton,Meat/Poultry,39,100,3900
10607,Save-a-lot Markets,8/22/2018,2018,3,Uncle Bob's Organic Dried Pears,Produce,30,45,1350
10607,Save-a-lot Markets,8/22/2018,2018,3,Boston Crab Meat,Seafood,18.4,42,772.8
10607,Save-a-lot Markets,8/22/2018,2018,3,Mozzarella di Giovanni,Dairy Products,34.8,12,417.6
10607,Save-a-lot Markets,8/22/2018,2018,3,Geitost,Dairy Products,2.5,14,35
10608,Toms Spezialitäten,8/23/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,28,1064
10609,Du monde entier,8/24/2018,2018,3,Ikura,Seafood,31,10,310
10609,Du monde entier,8/24/2018,2018,3,Sir Rodney's Scones,Confections,10,6,60
10609,Du monde entier,8/24/2018,2018,3,Chai,Beverages,18,3,54
10610,La maison d'Asie,8/25/2018,2018,3,Inlagd Sill,Seafood,19,21,399
10611,Wolski  Zajazd,8/25/2018,2018,3,Camembert Pierrot,Dairy Products,34,15,510
10611,Wolski  Zajazd,8/25/2018,2018,3,Chang,Beverages,19,10,190
10611,Wolski  Zajazd,8/25/2018,2018,3,Chai,Beverages,18,6,108
10612,Save-a-lot Markets,8/28/2018,2018,3,Ikura,Seafood,31,70,2170
10612,Save-a-lot Markets,8/28/2018,2018,3,Lakkalikööri,Beverages,18,80,1440
10612,Save-a-lot Markets,8/28/2018,2018,3,Camembert Pierrot,Dairy Products,34,40,1360
10612,Save-a-lot Markets,8/28/2018,2018,3,Inlagd Sill,Seafood,19,55,1045
10612,Save-a-lot Markets,8/28/2018,2018,3,Maxilaku,Confections,20,18,360
10613,HILARIÓN-Abastos,8/29/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,40,310
10613,HILARIÓN-Abastos,8/29/2018,2018,3,Konbu,Seafood,6,8,48
10614,Blauer See Delikatessen,8/29/2018,2018,3,Queso Cabrales,Dairy Products,21,14,294
10614,Blauer See Delikatessen,8/29/2018,2018,3,Chartreuse verte,Beverages,18,5,90
10614,Blauer See Delikatessen,8/29/2018,2018,3,Sir Rodney's Scones,Confections,10,8,80
10615,Wilman Kala,8/30/2018,2018,3,Pâté chinois,Meat/Poultry,24,5,120
10616,Great Lakes Food Market,8/31/2018,2018,3,Côte de Blaye,Beverages,263.5,15,3952.5
10616,Great Lakes Food Market,8/31/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,14,532
10616,Great Lakes Food Market,8/31/2018,2018,3,Fløtemysost,Dairy Products,21.5,15,322.5
10616,Great Lakes Food Market,8/31/2018,2018,3,Outback Lager,Beverages,15,15,225
10617,Great Lakes Food Market,8/31/2018,2018,3,Raclette Courdavault,Dairy Products,55,30,1650
10618,Mère Paillarde,9/1/2018,2018,3,Grandma's Boysenberry Spread,Condiments,25,70,1750
10618,Mère Paillarde,9/1/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,20,760
10618,Mère Paillarde,9/1/2018,2018,3,Scottish Longbreads,Confections,12.5,15,187.5
10619,Mère Paillarde,9/4/2018,2018,3,Gustaf's Knäckebröd,Grains/Cereals,21,40,840
10619,Mère Paillarde,9/4/2018,2018,3,Sir Rodney's Scones,Confections,10,42,420
10620,Laughing Bacchus Wine Cellars,9/5/2018,2018,3,Filo Mix,Grains/Cereals,7,5,35
10620,Laughing Bacchus Wine Cellars,9/5/2018,2018,3,Guaraná Fantástica,Beverages,4.5,5,22.5
10621,Island Trading,9/5/2018,2018,3,Fløtemysost,Dairy Products,21.5,15,322.5
10621,Island Trading,9/5/2018,2018,3,Outback Lager,Beverages,15,20,300
10621,Island Trading,9/5/2018,2018,3,Tunnbröd,Grains/Cereals,9,10,90
10621,Island Trading,9/5/2018,2018,3,Teatime Chocolate Biscuits,Confections,9.2,5,46
10622,Ricardo Adocicados,9/6/2018,2018,3,Chang,Beverages,19,20,380
10622,Ricardo Adocicados,9/6/2018,2018,3,Scottish Longbreads,Confections,12.5,18,225
10623,Frankenversand,9/7/2018,2018,3,Steeleye Stout,Beverages,18,30,540
10623,Frankenversand,9/7/2018,2018,3,Tofu,Produce,23.25,21,488.25
10623,Frankenversand,9/7/2018,2018,3,Sir Rodney's Scones,Confections,10,25,250
10623,Frankenversand,9/7/2018,2018,3,Teatime Chocolate Biscuits,Confections,9.2,15,138
10623,Frankenversand,9/7/2018,2018,3,Guaraná Fantástica,Beverages,4.5,3,13.5
10624,The Cracker Box,9/7/2018,2018,3,Thüringer Rostbratwurst,Meat/Poultry,123.79,6,742.74
10624,The Cracker Box,9/7/2018,2018,3,Rössle Sauerkraut,Produce,45.6,10,456
10624,The Cracker Box,9/7/2018,2018,3,Gula Malacca,Condiments,19.45,10,194.5
10625,Ana Trujillo Emparedados y helados,9/8/2018,2018,3,Camembert Pierrot,Dairy Products,34,10,340
10625,Ana Trujillo Emparedados y helados,9/8/2018,2018,3,Singaporean Hokkien Fried Mee,Grains/Cereals,14,5,70
10625,Ana Trujillo Emparedados y helados,9/8/2018,2018,3,Tofu,Produce,23.25,3,69.75
10626,Berglunds snabbköp,9/11/2018,2018,3,Camembert Pierrot,Dairy Products,34,20,680
10626,Berglunds snabbköp,9/11/2018,2018,3,Fløtemysost,Dairy Products,21.5,20,430
10626,Berglunds snabbköp,9/11/2018,2018,3,Perth Pasties,Meat/Poultry,32.8,12,393.6
10627,Save-a-lot Markets,9/11/2018,2018,3,Tarte au sucre,Confections,49.3,15,739.5
10627,Save-a-lot Markets,9/11/2018,2018,3,Röd Kaviar,Seafood,15,35,525
10628,Blondel père et fils,9/12/2018,2018,3,Chai,Beverages,18,25,450
10629,Godos Cocina Típica,9/12/2018,2018,3,Thüringer Rostbratwurst,Meat/Poultry,123.79,20,2475.8
10629,Godos Cocina Típica,9/12/2018,2018,3,Wimmers gute Semmelknödel,Grains/Cereals,33.25,9,299.25
10630,Königlich Essen,9/13/2018,2018,3,Lakkalikööri,Beverages,18,35,630
10630,Königlich Essen,9/13/2018,2018,3,Pâté chinois,Meat/Poultry,24,12,288
10631,La maison d'Asie,9/14/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,8,62
10632,Die Wandernde Kuh,9/14/2018,2018,3,Chang,Beverages,19,30,570
10632,Die Wandernde Kuh,9/14/2018,2018,3,Geitost,Dairy Products,2.5,20,50
10633,Ernst Handel,9/15/2018,2018,3,Tarte au sucre,Confections,49.3,80,3944
10633,Ernst Handel,9/15/2018,2018,3,Queso Manchego La Pastora,Dairy Products,38,36,1368
10633,Ernst Handel,9/15/2018,2018,3,Gumbär Gummibärchen,Confections,31.23,35,1093.05
10633,Ernst Handel,9/15/2018,2018,3,Konbu,Seafood,6,13,78
10634,Folies gourmandes,9/15/2018,2018,3,Carnarvon Tigers,Seafood,62.5,50,3125
10634,Folies gourmandes,9/15/2018,2018,3,Uncle Bob's Organic Dried Pears,Produce,30,35,1050
10634,Folies gourmandes,9/15/2018,2018,3,Manjimup Dried Apples,Produce,53,15,795
10634,Folies gourmandes,9/15/2018,2018,3,Rhönbräu Klosterbier,Beverages,7.75,2,15.5
10635,Magazzini Alimentari Riuniti,9/18/2018,2018,3,Gustaf's Knäckebröd,Grains/Cereals,21,40,840
10635,Magazzini Alimentari Riuniti,9/18/2018,2018,3,Chef Anton's Gumbo Mix,Condiments,21.35,15,320.25
10635,Magazzini Alimentari Riuniti,9/18/2018,2018,3,Chef Anton's Cajun Seasoning,Condiments,22,10,220
10636,Wartian Herkku,9/19/2018,2018,3,Chef Anton's Cajun Seasoning,Condiments,22,25,550
10636,Wartian Herkku,9/19/2018,2018,3,Escargots de Bourgogne,Seafood,13.25,6,79.5
10637,Queen Cozinha,9/19/2018,2018,3,Gnocchi di nonna Alice,Grains/Cereals,38,60,2280
10637,Queen Cozinha,9/19/2018,2018,3,Valkoinen suklaa,Confections,16.25,25,406.25
10637,Queen Cozinha,9/19/2018,2018,3,Queso Cabrales,Dairy Products,21,10,210
10638,LINO-Delicateses,9/20/2018,2018,3,Mozzarella di Giovanni,Dairy Products,34.8,60,2088
10638,LINO-Delicateses,9/20/2018,2018,3,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,21,442.05
10638,LINO-Delicateses,9/20/2018,2018,3,Røgede sild,Seafood,9.5,20,190
10639,Santé Gourmet,9/20/2018,2018,3,Carnarvon Tigers,Seafood,62.5,8,500
10640,Die Wandernde Kuh,9/21/2018,2018,3,Gudbrandsdalsost,Dairy Products,36,20,720
10640,Die Wandernde Kuh,9/21/2018,2018,3,Outback Lager,Beverages,15,15,225
10641,HILARIÓN-Abastos,9/22/2018,2018,3,Boston Crab Meat,Seafood,18.4,60,1104
10641,HILARIÓN-Abastos,9/22/2018,2018,3,Chang,Beverages,19,50,950
10642,Simons bistro,9/22/2018,2018,3,Sirop d'érable,Condiments,28.5,20,570
10642,Simons bistro,9/22/2018,2018,3,Sir Rodney's Scones,Confections,10,30,300
10643,Alfreds Futterkiste,9/25/2018,2018,3,Rössle Sauerkraut,Produce,45.6,15,684
10643,Alfreds Futterkiste,9/25/2018,2018,3,Chartreuse verte,Beverages,18,21,378
10643,Alfreds Futterkiste,9/25/2018,2018,3,Spegesild,Seafood,12,2,24
10644,Wellington Importadora,9/25/2018,2018,3,Ipoh Coffee,Beverages,46,20,920
10644,Wellington Importadora,9/25/2018,2018,3,Spegesild,Seafood,12,21,252
10644,Wellington Importadora,9/25/2018,2018,3,Carnarvon Tigers,Seafood,62.5,4,250
10645,Hanari Carnes,9/26/2018,2018,3,Carnarvon Tigers,Seafood,62.5,20,1250
10645,Hanari Carnes,9/26/2018,2018,3,Inlagd Sill,Seafood,19,15,285
10646,Hungry Owl All-Night Grocers,9/27/2018,2018,3,Fløtemysost,Dairy Products,21.5,30,645
10646,Hungry Owl All-Night Grocers,9/27/2018,2018,3,Ikura,Seafood,31,18,558
10646,Hungry Owl All-Night Grocers,9/27/2018,2018,3,Original Frankfurter grüne Soße,Condiments,13,35,455
10646,Hungry Owl All-Night Grocers,9/27/2018,2018,3,Chai,Beverages,18,15,270
10647,Que Delícia,9/27/2018,2018,3,Chartreuse verte,Beverages,18,20,360
10647,Que Delícia,9/27/2018,2018,3,Teatime Chocolate Biscuits,Confections,9.2,30,276
10648,Ricardo Adocicados,9/28/2018,2018,3,Gustaf's Knäckebröd,Grains/Cereals,21,15,315
10648,Ricardo Adocicados,9/28/2018,2018,3,Guaraná Fantástica,Beverages,4.5,15,67.5
10649,Maison Dewey,9/28/2018,2018,3,Rössle Sauerkraut,Produce,45.6,20,912
10649,Maison Dewey,9/28/2018,2018,3,Mozzarella di Giovanni,Dairy Products,34.8,15,522
10650,Familia Arquibaldo,9/29/2018,2018,3,Perth Pasties,Meat/Poultry,32.8,25,820
10650,Familia Arquibaldo,9/29/2018,2018,3,Nord-Ost Matjeshering,Seafood,25.89,30,776.7
10650,Familia Arquibaldo,9/29/2018,2018,3,Tourtière,Meat/Poultry,7.45,30,223.5
10651,Die Wandernde Kuh,10/2/2018,2018,4,Gustaf's Knäckebröd,Grains/Cereals,21,20,420
10651,Die Wandernde Kuh,10/2/2018,2018,4,Teatime Chocolate Biscuits,Confections,9.2,12,110.4
10652,Gourmet Lanchonetes,10/2/2018,2018,4,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,280
10652,Gourmet Lanchonetes,10/2/2018,2018,4,Nord-Ost Matjeshering,Seafood,25.89,2,51.78
10653,Frankenversand,10/3/2018,2018,4,Camembert Pierrot,Dairy Products,34,20,680
10653,Frankenversand,10/3/2018,2018,4,Pavlova,Confections,17.45,30,523.5
10654,Berglunds snabbköp,10/3/2018,2018,4,Chartreuse verte,Beverages,18,20,360
10654,Berglunds snabbköp,10/3/2018,2018,4,Chef Anton's Cajun Seasoning,Condiments,22,12,264
10654,Berglunds snabbköp,10/3/2018,2018,4,Tourtière,Meat/Poultry,7.45,6,44.7
10655,Reggiani Caseifici,10/4/2018,2018,4,Jack's New England Clam Chowder,Seafood,9.65,20,193
10656,Great Lakes Food Market,10/5/2018,2018,4,Gula Malacca,Condiments,19.45,28,544.6
10656,Great Lakes Food Market,10/5/2018,2018,4,Tofu,Produce,23.25,3,69.75
10656,Great Lakes Food Market,10/5/2018,2018,4,Zaanse koeken,Confections,9.5,6,57
10657,Save-a-lot Markets,10/5/2018,2018,4,Gnocchi di nonna Alice,Grains/Cereals,38,45,1710
10657,Save-a-lot Markets,10/5/2018,2018,4,Camembert Pierrot,Dairy Products,34,30,1020
10657,Save-a-lot Markets,10/5/2018,2018,4,Genen Shouyu,Condiments,15.5,50,775
10657,Save-a-lot Markets,10/5/2018,2018,4,Spegesild,Seafood,12,45,540
10657,Save-a-lot Markets,10/5/2018,2018,4,Jack's New England Clam Chowder,Seafood,9.65,24,231.6
10657,Save-a-lot Markets,10/5/2018,2018,4,Zaanse koeken,Confections,9.5,10,95
10658,QUICK-Stop,10/6/2018,2018,4,Camembert Pierrot,Dairy Products,34,55,1870
10658,QUICK-Stop,10/6/2018,2018,4,Boston Crab Meat,Seafood,18.4,70,1288
10658,QUICK-Stop,10/6/2018,2018,4,Original Frankfurter grüne Soße,Condiments,13,70,910
10658,QUICK-Stop,10/6/2018,2018,4,Sir Rodney's Scones,Confections,10,60,600
10659,Queen Cozinha,10/6/2018,2018,4,Outback Lager,Beverages,15,40,600
10659,Queen Cozinha,10/6/2018,2018,4,Boston Crab Meat,Seafood,18.4,24,441.6
10659,Queen Cozinha,10/6/2018,2018,4,Gorgonzola Telino,Dairy Products,12.5,20,250
10660,Hungry Coyote Import Store,10/9/2018,2018,4,Sir Rodney's Marmalade,Confections,81,21,1701
10661,Hungry Owl All-Night Grocers,10/10/2018,2018,4,Escargots de Bourgogne,Seafood,13.25,49,649.25
10661,Hungry Owl All-Night Grocers,10/10/2018,2018,4,Chartreuse verte,Beverages,18,3,54
10662,Lonesome Pine Restaurant,10/10/2018,2018,4,Scottish Longbreads,Confections,12.5,10,125
10663,Bon app',10/11/2018,2018,4,Manjimup Dried Apples,Produce,53,20,1060
10663,Bon app',10/11/2018,2018,4,Boston Crab Meat,Seafood,18.4,30,552
10663,Bon app',10/11/2018,2018,4,Singaporean Hokkien Fried Mee,Grains/Cereals,14,30,420
10664,Furia Bacalhau e Frutos do Mar,10/11/2018,2018,4,Ikura,Seafood,31,24,744
10664,Furia Bacalhau e Frutos do Mar,10/11/2018,2018,4,Gnocchi di nonna Alice,Grains/Cereals,38,12,456
10664,Furia Bacalhau e Frutos do Mar,10/11/2018,2018,4,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,15,315.75
10665,Lonesome Pine Restaurant,10/12/2018,2018,4,Manjimup Dried Apples,Produce,53,20,1060
10665,Lonesome Pine Restaurant,10/12/2018,2018,4,Lakkalikööri,Beverages,18,10,180
10665,Lonesome Pine Restaurant,10/12/2018,2018,4,Raclette Courdavault,Dairy Products,55,1,55
10666,Richter Supermarkt,10/13/2018,2018,4,Thüringer Rostbratwurst,Meat/Poultry,123.79,36,4456.44
10666,Richter Supermarkt,10/13/2018,2018,4,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,10,210.5
10667,Ernst Handel,10/13/2018,2018,4,Gudbrandsdalsost,Dairy Products,36,45,1620
10667,Ernst Handel,10/13/2018,2018,4,Fløtemysost,Dairy Products,21.5,14,301
10668,Die Wandernde Kuh,10/16/2018,2018,4,Wimmers gute Semmelknödel,Grains/Cereals,33.25,15,498.75
10668,Die Wandernde Kuh,10/16/2018,2018,4,Gorgonzola Telino,Dairy Products,12.5,8,100
10668,Die Wandernde Kuh,10/16/2018,2018,4,Pâté chinois,Meat/Poultry,24,4,96
10669,Simons bistro,10/16/2018,2018,4,Inlagd Sill,Seafood,19,30,570
10670,Frankenversand,10/17/2018,2018,4,Röd Kaviar,Seafood,15,50,750
10670,Frankenversand,10/17/2018,2018,4,Spegesild,Seafood,12,60,720
10670,Frankenversand,10/17/2018,2018,4,Laughing Lumberjack Lager,Beverages,14,25,350
10670,Frankenversand,10/17/2018,2018,4,Tunnbröd,Grains/Cereals,9,32,288
10670,Frankenversand,10/17/2018,2018,4,Rhönbräu Klosterbier,Beverages,7.75,25,193.75
10671,France restauration,10/18/2018,2018,4,Tarte au sucre,Confections,49.3,10,493
10671,France restauration,10/18/2018,2018,4,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,12,252.6
10671,France restauration,10/18/2018,2018,4,Pavlova,Confections,17.45,10,174.5
10672,Berglunds snabbköp,10/18/2018,2018,4,Côte de Blaye,Beverages,263.5,15,3952.5
10672,Berglunds snabbköp,10/18/2018,2018,4,Fløtemysost,Dairy Products,21.5,12,258
